Canal,Estado Reserva,Fecha,Id Reserva,Pais,Regimen Pension,Segmento,Tipo Deposito,Tipo Hab Asignada,Tipo Hab Reservada,Adr,Adultos,Antelacion Reserva,Bebes,Cancelado,fACTURACION,Niños,Noches Finde,Noches Semana,Parking,Tasa de Cancelacion,Vuelve
Direct,Check-Out,12/01/2016,1034,FRA,BB,Direct,No Deposit,E,E,67,2,0,0,0,134,0,2,0,1,0,0
Direct,Check-Out,14/09/2016,16590,CHE,BB,Direct,No Deposit,E,E,160.4,2,151,0,0,481.2,0,2,1,1,0,0
Direct,Check-Out,14/02/2017,15493,ESP,BB,Direct,No Deposit,E,E,72,2,16,0,0,216,0,2,1,1,0,0
Direct,Check-Out,27/12/2016,3533,FRA,BB,Direct,No Deposit,E,E,70.22,2,156,0,0,351.1,0,2,3,1,0,0
Direct,Check-Out,18/06/2016,1298,GBR,BB,Direct,No Deposit,E,E,105,2,177,0,0,630,0,2,4,1,0,0
Direct,Check-Out,23/07/2017,19791,CHE,BB,Direct,No Deposit,E,E,204.17,2,188,0,0,1429.19,0,2,5,1,0,0
Direct,Check-Out,10/04/2016,1180,GBR,BB,Direct,No Deposit,E,E,77,2,50,0,0,616,0,2,6,1,0,0
Direct,Check-Out,07/08/2016,2691,PRT,BB,Direct,No Deposit,E,E,188,2,136,0,0,1692,0,2,7,1,0,0
Direct,Check-Out,24/08/2017,19855,FRA,BB,Direct,No Deposit,E,E,172,2,189,0,0,2064,0,4,8,1,0,0
Direct,Check-Out,30/07/2017,723,PRT,BB,Direct,No Deposit,E,E,205.03,2,103,0,0,2870.42,0,4,10,1,0,0
Direct,Check-Out,31/07/2016,12579,PRT,BB,Direct,No Deposit,E,E,188.14,2,104,0,0,2633.96,0,4,10,1,0,0
Direct,Check-Out,20/08/2017,8631,PRT,BB,Direct,No Deposit,E,E,201.43,2,250,0,0,2820.02,0,4,10,1,0,0
Direct,Check-Out,25/10/2015,4086,PRT,BB,Direct,No Deposit,F,E,66,2,28,0,0,66,0,0,1,1,0,0
Direct,Check-Out,22/02/2017,17533,GBR,BB,Direct,No Deposit,F,E,64.7,2,5,0,0,129.4,0,1,1,1,0,0
Direct,Check-Out,11/04/2017,11635,PRT,BB,Direct,No Deposit,F,E,117,2,13,0,0,234,0,2,0,1,0,0
Direct,Check-Out,01/09/2015,7953,PRT,BB,Direct,No Deposit,F,E,166.5,2,106,0,0,666,0,2,2,1,0,0
Direct,Check-Out,06/09/2016,17250,USA,BB,Direct,No Deposit,F,E,111.75,2,228,0,0,447,0,2,2,1,0,0
Direct,Check-Out,18/09/2015,11980,PRT,BB,Direct,No Deposit,F,E,132.6,2,26,0,0,663,0,2,3,1,0,0
Direct,Check-Out,27/07/2017,7814,PRT,BB,Direct,No Deposit,F,E,185.12,2,183,0,0,925.6,0,2,3,1,0,0
Direct,Check-Out,27/03/2016,3095,DEU,BB,Direct,No Deposit,F,E,76,2,125,0,0,532,0,2,5,1,0,0
Direct,Check-Out,04/10/2015,5990,PRT,BB,Direct,No Deposit,G,E,110,2,1,0,0,110,0,0,1,1,0,0
Direct,Check-Out,02/10/2016,17291,USA,BB,Direct,No Deposit,G,E,146,2,12,0,0,146,0,0,1,1,0,0
Direct,Check-Out,03/09/2017,17881,PRT,BB,Direct,No Deposit,G,E,205.7,2,193,0,0,1234.2,0,1,5,1,0,0
Direct,Check-Out,30/10/2016,13348,PRT,BB,Direct,No Deposit,I,E,85,2,2,0,0,85,0,0,1,1,0,0
Direct,Check-Out,29/10/2016,5387,PRT,BB,Direct,No Deposit,I,E,92.5,2,8,0,0,277.5,0,0,3,1,0,0
Direct,Check-Out,10/08/2016,1389,ESP,BB,Direct,No Deposit,E,F,216,2,83,0,0,1296,0,2,4,1,0,0
Direct,Check-Out,15/07/2016,16566,PRT,BB,Direct,No Deposit,E,F,187.5,2,118,0,0,1312.5,0,2,5,1,0,0
Direct,Check-Out,10/09/2015,11973,ESP,BB,Direct,No Deposit,F,F,146,2,0,0,0,146,0,0,1,1,0,0
Direct,Check-Out,25/06/2016,7154,ESP,BB,Direct,No Deposit,F,F,161,2,0,0,0,161,0,0,1,1,0,0
Direct,Check-Out,11/11/2015,4842,FRA,BB,Direct,No Deposit,F,F,68,2,0,0,0,68,0,0,1,1,0,0
Direct,Check-Out,23/09/2016,7290,FRA,BB,Direct,No Deposit,F,F,160,2,0,0,0,160,0,0,1,1,0,0
Direct,Check-Out,20/01/2017,15447,FRA,BB,Direct,No Deposit,F,F,77,2,0,0,0,77,0,0,1,1,0,0
Direct,Check-Out,20/02/2016,1099,PRT,BB,Direct,No Deposit,F,F,75,2,0,0,0,75,0,0,1,1,0,0
Direct,Check-Out,01/05/2016,17053,PRT,BB,Direct,No Deposit,F,F,101,2,0,0,0,101,0,0,1,1,0,0
Direct,Check-Out,15/05/2016,5121,PRT,BB,Direct,No Deposit,F,F,119,2,0,0,0,119,0,0,1,1,0,0
Direct,Check-Out,22/01/2017,1672,PRT,BB,Direct,No Deposit,F,F,77,2,1,0,0,77,0,0,1,1,0,0
Direct,Check-Out,09/10/2015,12001,PRT,BB,Direct,No Deposit,F,F,87,2,3,0,0,87,0,0,1,1,0,0
Direct,Check-Out,01/05/2016,19055,PRT,BB,Direct,No Deposit,F,F,95,2,4,0,0,95,0,0,1,1,0,0
Direct,Check-Out,06/12/2015,14772,PRT,BB,Direct,No Deposit,F,F,68,2,16,0,0,68,0,0,1,1,0,0
Direct,Check-Out,19/02/2017,5585,PRT,BB,Direct,No Deposit,F,F,70,2,24,0,0,70,0,0,1,1,0,0
Direct,Check-Out,14/11/2015,10867,PRT,BB,Direct,No Deposit,F,F,80.8,2,109,0,0,80.8,0,0,1,1,0,0
Direct,Check-Out,21/07/2017,3878,USA,BB,Direct,No Deposit,F,F,228,2,1,0,0,228,0,0,1,1,0,0
Direct,Check-Out,03/03/2016,4998,BRA,BB,Direct,No Deposit,F,F,65,2,0,0,0,130,0,0,2,1,0,0
Direct,Check-Out,02/10/2016,9357,CHE,BB,Direct,No Deposit,F,F,145.67,2,18,0,0,291.34,0,0,2,1,0,0
Direct,Check-Out,08/10/2015,896,ESP,BB,Direct,No Deposit,F,F,93,2,1,0,0,186,0,0,2,1,0,0
Direct,Check-Out,05/06/2016,3215,ESP,BB,Direct,No Deposit,F,F,115.5,2,108,0,0,231,0,0,2,1,0,0
Direct,Check-Out,01/07/2017,13756,GBR,BB,Direct,No Deposit,F,F,169,2,128,0,0,338,0,0,2,1,0,0
Direct,Check-Out,18/09/2015,8762,PRT,BB,Direct,No Deposit,F,F,116.5,2,6,0,0,233,0,0,2,1,0,0
Direct,Check-Out,20/09/2015,4043,PRT,BB,Direct,No Deposit,F,F,120,2,7,0,0,240,0,0,2,1,0,0
Direct,Check-Out,07/07/2016,11217,USA,BB,Direct,No Deposit,F,F,192,2,61,0,0,384,0,0,2,1,0,0
Direct,Check-Out,26/09/2015,18726,NLD,BB,Direct,No Deposit,F,F,172.33,2,0,0,0,516.99,0,0,3,1,0,0
Direct,Check-Out,05/11/2016,19363,USA,BB,Direct,No Deposit,F,F,96,2,0,0,0,288,0,0,3,1,0,0
Direct,Check-Out,05/06/2016,11181,USA,BB,Direct,No Deposit,F,F,168.33,2,34,0,0,504.99,0,0,3,1,0,0
Direct,Check-Out,15/05/2016,15022,CN,BB,Direct,No Deposit,F,F,124.33,2,9,0,0,497.32,0,0,4,1,0,0
Direct,Check-Out,02/08/2016,3294,ESP,BB,Direct,No Deposit,F,F,141,2,0,0,0,141,0,1,0,1,0,0
Direct,Check-Out,22/08/2017,15815,ESP,BB,Direct,No Deposit,F,F,299,2,30,0,0,299,0,1,0,1,0,0
Direct,Check-Out,05/10/2015,893,FRA,BB,Direct,No Deposit,F,F,82,2,1,0,0,82,0,1,0,1,0,0
Direct,Check-Out,29/12/2015,6843,PRT,BB,Direct,No Deposit,F,F,111,2,0,0,0,111,0,1,0,1,0,0
Direct,Check-Out,11/04/2016,13008,PRT,BB,Direct,No Deposit,F,F,101,2,0,0,0,101,0,1,0,1,0,0
Direct,Check-Out,07/02/2017,7507,PRT,BB,Direct,No Deposit,F,F,92,2,1,0,0,92,0,1,0,1,0,0
Direct,Check-Out,14/06/2016,15065,USA,BB,Direct,No Deposit,F,F,159,2,0,0,0,159,0,1,0,1,0,0
Direct,Check-Out,23/05/2016,8183,BEL,BB,Direct,No Deposit,F,F,89.3,2,210,0,0,178.6,0,1,1,1,0,0
Direct,Check-Out,28/11/2016,7401,DEU,BB,Direct,No Deposit,F,F,69,2,1,0,0,138,0,1,1,1,0,0
Direct,Check-Out,02/05/2016,11135,ESP,BB,Direct,No Deposit,F,F,105,2,1,0,0,210,0,1,1,1,0,0
Direct,Check-Out,06/04/2016,11091,EST,BB,Direct,No Deposit,F,F,101,2,0,0,0,202,0,1,1,1,0,0
Direct,Check-Out,25/04/2016,7059,PRT,BB,Direct,No Deposit,F,F,100.5,2,9,0,0,201,0,1,1,1,0,0
Direct,Check-Out,07/04/2016,7019,PRT,BB,Direct,No Deposit,F,F,101,2,0,0,0,303,0,1,2,1,0,0
Direct,Check-Out,23/06/2016,19148,USA,BB,Direct,No Deposit,F,F,184.33,2,5,0,0,552.99,0,1,2,1,0,0
Direct,Check-Out,25/04/2016,7056,USA,BB,Direct,No Deposit,F,F,102,2,79,0,0,306,0,1,2,1,0,0
Direct,Check-Out,11/04/2016,5060,USA,BB,Direct,No Deposit,F,F,101,2,19,0,0,404,0,1,3,1,0,0
Direct,Check-Out,21/09/2015,16716,ESP,BB,Direct,No Deposit,F,F,103,2,36,0,0,515,0,1,4,1,0,0
Direct,Check-Out,19/08/2017,1997,FRA,BB,Direct,No Deposit,F,F,299,2,50,0,0,1495,0,1,4,1,0,0
Direct,Check-Out,03/07/2017,9842,ESP,BB,Direct,No Deposit,F,F,166.33,2,121,0,0,997.98,0,1,5,1,0,0
Direct,Check-Out,06/11/2016,3455,PRT,BB,Direct,No Deposit,F,F,83.5,2,6,0,0,501,0,1,5,1,0,0
Direct,Check-Out,24/05/2016,17093,PRT,BB,Direct,No Deposit,F,F,96,2,86,0,0,192,0,2,0,1,0,0
Direct,Check-Out,31/05/2017,7724,FIN,BB,Direct,No Deposit,F,F,142,2,36,0,0,426,0,2,1,1,0,0
Direct,Check-Out,14/06/2017,11751,ITA,BB,Direct,No Deposit,F,F,193,2,79,0,0,579,0,2,1,1,0,0
Direct,Check-Out,23/08/2016,19232,PRT,BB,Direct,No Deposit,F,F,224.1,2,4,0,0,672.3,0,2,1,1,0,0
Direct,Check-Out,08/12/2016,17409,ESP,BB,Direct,No Deposit,F,F,81.75,2,7,0,0,327,0,2,2,1,0,0
Direct,Check-Out,21/03/2017,15554,FRA,BB,Direct,No Deposit,F,F,109,2,0,0,0,436,0,2,2,1,0,0
Direct,Check-Out,21/02/2017,7536,GBR,BB,Direct,No Deposit,F,F,102,2,13,0,0,408,0,2,2,1,0,0
Direct,Check-Out,24/03/2016,1151,ESP,BB,Direct,No Deposit,F,F,81,2,31,0,0,405,0,2,3,1,0,0
Direct,Check-Out,12/07/2016,1331,PRT,BB,Direct,No Deposit,F,F,212,2,32,0,0,1060,0,2,3,1,0,0
Direct,Check-Out,22/09/2016,5319,PRT,BB,Direct,No Deposit,F,F,143.6,2,51,0,0,718,0,2,3,1,0,0
Direct,Check-Out,14/11/2015,4100,ESP,BB,Direct,No Deposit,F,F,74,2,0,0,0,444,0,2,4,1,0,0
Direct,Check-Out,17/05/2017,3760,IRL,BB,Direct,No Deposit,F,F,170.67,2,3,0,0,1024.02,0,2,4,1,0,0
Direct,Check-Out,25/05/2016,1267,CHE,BB,Direct,No Deposit,F,F,121,2,32,0,0,847,0,2,5,1,0,0
Direct,Check-Out,06/08/2017,1981,CHE,BB,Direct,No Deposit,F,F,239,2,161,0,0,1673,0,2,5,1,0,0
Direct,Check-Out,30/08/2016,9303,ESP,BB,Direct,No Deposit,F,F,243.86,2,23,0,0,1707.02,0,2,5,1,0,0
Direct,Check-Out,08/10/2015,2123,ESP,BB,Direct,No Deposit,F,F,103,2,24,0,0,721,0,2,5,1,0,0
Direct,Check-Out,18/10/2015,2722,FRA,BB,Direct,No Deposit,F,F,91,2,8,0,0,637,0,2,5,1,0,0
Direct,Check-Out,03/11/2016,7364,FRA,BB,Direct,No Deposit,F,F,91.85,2,32,0,0,642.95,0,2,5,1,0,0
Direct,Check-Out,29/08/2016,1427,PRT,BB,Direct,No Deposit,F,F,239.43,2,15,0,0,1676.01,0,2,5,1,0,0
Direct,Check-Out,10/08/2016,11277,PRT,BB,Direct,No Deposit,G,F,288,2,179,0,0,288,0,0,1,1,0,0
Direct,Check-Out,18/06/2017,15710,PRT,BB,Direct,No Deposit,G,F,205.67,2,25,0,0,617.01,0,0,3,1,0,0
Direct,Check-Out,21/09/2015,90,CHE,BB,Direct,No Deposit,G,F,113,2,48,0,0,339,0,1,2,1,0,0
Direct,Check-Out,03/10/2015,8776,CHE,BB,Direct,No Deposit,G,G,120,2,0,0,0,120,0,0,1,1,0,0
Direct,Check-Out,16/11/2016,19399,FRA,BB,Direct,No Deposit,G,G,111,2,0,0,0,111,0,0,1,1,0,0
Direct,Check-Out,30/01/2016,204,PRT,BB,Direct,No Deposit,G,G,75,2,1,0,0,75,0,0,1,1,0,0
Direct,Check-Out,21/05/2017,7700,PRT,BB,Direct,No Deposit,G,G,182,2,5,0,0,182,0,0,1,1,0,0
Direct,Check-Out,13/02/2016,1083,ESP,BB,Direct,No Deposit,G,G,106,2,2,0,0,212,0,0,2,1,0,0
Direct,Check-Out,13/11/2016,3465,PRT,BB,Direct,No Deposit,G,G,114.4,2,28,0,0,228.8,0,0,2,1,0,0
Direct,Check-Out,05/11/2016,17350,PRT,BB,Direct,No Deposit,G,G,92.63,2,78,0,0,277.89,0,0,3,1,0,0
Direct,Check-Out,27/09/2016,15210,BEL,BB,Direct,No Deposit,G,G,116,2,0,0,0,116,0,1,0,1,0,0
Direct,Check-Out,27/09/2016,9353,CHE,BB,Direct,No Deposit,G,G,110,2,0,0,0,110,0,1,0,1,0,0
Direct,Check-Out,03/10/2016,7300,USA,BB,Direct,No Deposit,G,G,198,2,12,0,0,198,0,1,0,1,0,0
Direct,Check-Out,04/09/2015,6699,PRT,BB,Direct,No Deposit,G,G,167.25,2,33,0,0,669,0,1,3,1,0,0
Direct,Check-Out,03/05/2017,11676,PRT,BB,Direct,No Deposit,G,G,155.25,2,0,0,0,621,0,2,2,1,0,0
Direct,Check-Out,07/09/2016,2692,PRT,BB,Direct,No Deposit,G,G,179,2,172,0,0,716,0,2,2,1,0,0
Direct,Check-Out,06/06/2016,17102,GBR,BB,Direct,No Deposit,G,G,150.43,2,42,0,0,1053.01,0,2,5,1,0,0
Direct,Check-Out,04/10/2015,16553,,BB,Direct,No Deposit,H,G,99,2,1,0,0,99,0,0,1,1,0,0
Direct,Check-Out,24/05/2017,3776,PRT,BB,Direct,No Deposit,H,H,162,2,0,0,0,162,0,0,1,1,0,0
Direct,Check-Out,30/10/2016,13352,PRT,BB,Groups,No Deposit,A,A,44,2,18,0,0,44,0,0,1,1,0,0
Direct,Check-Out,01/11/2015,15985,PRT,BB,Groups,No Deposit,A,A,36,2,155,0,0,36,0,0,1,1,0,0
Direct,Check-Out,01/11/2015,8014,PRT,BB,Groups,No Deposit,A,A,42,2,155,0,0,42,0,0,1,1,0,0
Direct,Check-Out,30/10/2016,13353,CN,BB,Groups,No Deposit,A,A,44,2,17,0,0,88,0,0,2,1,0,0
Direct,Check-Out,22/04/2017,17635,GBR,BB,Groups,No Deposit,A,A,99,2,23,0,0,198,0,0,2,1,0,0
Direct,Check-Out,22/04/2017,17636,GBR,BB,Groups,No Deposit,A,A,106,2,23,0,0,212,0,0,2,1,0,0
Direct,Check-Out,01/11/2015,8012,PRT,BB,Groups,No Deposit,A,A,42,2,154,0,0,84,0,0,2,1,0,0
Direct,Check-Out,11/12/2016,17414,ESP,BB,Groups,No Deposit,A,A,39.3,2,82,0,0,157.2,0,0,4,1,0,0
Direct,Check-Out,11/12/2016,19437,ESP,BB,Groups,No Deposit,A,A,39.3,2,82,0,0,157.2,0,0,4,1,0,0
Direct,Check-Out,31/10/2016,5394,PRT,BB,Groups,No Deposit,A,A,66,2,17,0,0,66,0,1,0,1,0,0
Direct,Check-Out,19/09/2016,1460,GBR,BB,Groups,No Deposit,A,A,73.5,2,336,0,0,294,0,1,3,1,0,0
Direct,Check-Out,19/09/2016,9337,GBR,BB,Groups,No Deposit,A,A,73.5,2,336,0,0,294,0,1,3,1,0,0
Direct,Check-Out,20/09/2016,8307,GBR,BB,Groups,No Deposit,A,A,71,2,335,0,0,426,0,2,4,1,0,0
Direct,Check-Out,21/09/2016,12307,GBR,BB,Groups,No Deposit,A,A,78,2,335,0,0,546,0,2,5,1,0,0
Direct,Check-Out,01/06/2016,6178,GBR,BB,Groups,No Deposit,A,A,66.75,2,223,0,0,534,0,2,6,1,0,0
Direct,Check-Out,01/11/2015,10077,PRT,BB,Groups,No Deposit,D,A,42,2,3,0,0,84,0,0,2,1,0,0
Direct,Check-Out,17/10/2016,19318,BEL,BB,Groups,No Deposit,D,A,72,2,365,0,0,288,0,1,3,1,0,0
Direct,Check-Out,30/05/2016,14167,GBR,BB,Groups,No Deposit,D,A,72,2,225,0,0,288,0,1,3,1,0,0
Direct,Check-Out,01/11/2015,148,PRT,BB,Groups,No Deposit,E,A,36,2,155,0,0,36,0,0,1,1,0,0
Direct,Check-Out,18/09/2016,11328,GBR,BB,Groups,No Deposit,E,A,74,2,336,0,0,222,0,0,3,1,0,0
Direct,Check-Out,13/07/2016,18551,PRT,BB,Offline TA/TO,No Deposit,C,A,132,2,39,0,0,132,0,0,1,1,0,0
Direct,Check-Out,05/07/2017,19761,IRL,BB,Online TA,No Deposit,A,A,134,2,156,0,0,670,0,2,3,1,0,0
Direct,Check-Out,19/01/2017,17477,ESP,BB,Online TA,No Deposit,D,D,65,2,9,0,0,65,0,0,1,1,0,0
Direct,Check-Out,29/04/2016,9090,GBR,BB,Online TA,No Deposit,D,D,76,2,0,0,0,152,0,0,2,1,0,0
Direct,Check-Out,24/07/2016,5210,PRT,BB,Online TA,No Deposit,E,E,217.67,2,65,0,0,1306.02,0,1,5,1,0,0
Direct,Check-Out,21/08/2015,13908,PRT,FB,Direct,No Deposit,D,D,299.33,2,31,0,0,1795.98,0,2,4,1,0,0
Direct,Check-Out,20/08/2017,17852,PRT,FB,Direct,No Deposit,D,D,267.5,2,164,0,0,1872.5,0,2,5,1,0,0
Direct,Check-Out,24/05/2017,7704,FRA,FB,Direct,No Deposit,E,E,177,2,93,0,0,1239,0,2,5,1,0,0
Direct,Check-Out,14/02/2016,14878,ESP,FB,Direct,No Deposit,F,F,124,2,14,0,0,248,0,0,2,1,0,0
Direct,Check-Out,29/05/2016,3204,PRT,FB,Direct,No Deposit,F,F,139,2,133,0,0,417,0,0,3,1,0,0
Direct,Check-Out,13/02/2016,12897,PRT,HB,Complementary,No Deposit,D,A,56,2,32,0,0,56,0,0,1,1,0,0
Direct,Check-Out,29/12/2016,1625,BRA,HB,Complementary,No Deposit,E,E,0,2,29,0,0,0,0,0,2,1,0,0
Direct,Check-Out,29/11/2015,4866,PRT,HB,Corporate,No Deposit,D,D,66,2,15,0,0,132,0,0,2,1,0,0
Direct,Check-Out,29/11/2015,4867,PRT,HB,Corporate,No Deposit,D,D,66,2,15,0,0,132,0,0,2,1,0,0
Direct,Check-Out,29/11/2015,4868,PRT,HB,Corporate,No Deposit,D,D,66,2,15,0,0,132,0,0,2,1,0,0
Direct,Check-Out,29/11/2015,12808,PRT,HB,Corporate,No Deposit,D,D,66,2,15,0,0,132,0,0,2,1,0,0
Direct,Check-Out,29/11/2015,14764,PRT,HB,Corporate,No Deposit,D,D,66,2,15,0,0,132,0,0,2,1,0,0
Direct,Check-Out,12/05/2016,7096,FRA,HB,Direct,No Deposit,A,A,95,2,48,0,0,95,0,0,1,1,0,0
Direct,Check-Out,12/05/2016,9118,FRA,HB,Direct,No Deposit,A,A,95,2,48,0,0,95,0,0,1,1,0,0
Direct,Check-Out,12/05/2016,11147,FRA,HB,Direct,No Deposit,A,A,95,2,48,0,0,95,0,0,1,1,0,0
Direct,Check-Out,12/05/2016,15014,FRA,HB,Direct,No Deposit,A,A,95,2,48,0,0,95,0,0,1,1,0,0
Direct,Check-Out,12/05/2016,17073,FRA,HB,Direct,No Deposit,A,A,95,2,48,0,0,95,0,0,1,1,0,0
Direct,Check-Out,02/07/2017,15735,ESP,HB,Direct,No Deposit,A,A,185,2,1,0,0,370,0,0,2,1,0,0
Direct,Check-Out,16/04/2017,17627,ESP,HB,Direct,No Deposit,A,A,115.5,2,73,0,0,346.5,0,0,3,1,0,0
Direct,Check-Out,27/02/2017,5596,ESP,HB,Direct,No Deposit,A,A,99,2,2,0,0,99,0,1,0,1,0,0
Direct,Check-Out,15/07/2017,17796,PRT,HB,Direct,No Deposit,A,A,193.25,2,28,0,0,966.25,0,1,4,1,0,0
Direct,Check-Out,17/12/2016,3525,PRT,HB,Direct,No Deposit,A,A,74.88,2,41,0,0,374.4,0,1,4,1,0,0
Direct,Check-Out,27/11/2016,11447,ESP,HB,Direct,No Deposit,A,A,74.88,2,34,0,0,449.28,0,1,5,1,0,0
Direct,Check-Out,18/04/2017,1793,PRT,HB,Direct,No Deposit,A,A,119.75,2,11,0,0,239.5,0,2,0,1,0,0
Direct,Check-Out,31/08/2016,1431,ESP,HB,Direct,No Deposit,A,A,222,2,17,0,0,666,0,2,1,1,0,0
Direct,Check-Out,08/09/2016,11313,PRT,HB,Direct,No Deposit,A,A,173.1,2,16,0,0,692.4,0,2,2,1,0,0
Direct,Check-Out,12/02/2016,1082,PRT,HB,Direct,No Deposit,A,A,68.17,2,50,0,0,409.02,0,2,4,1,0,0
Direct,Check-Out,07/09/2016,9316,PRT,HB,Direct,No Deposit,A,A,170,2,34,0,0,1190,0,2,5,1,0,0
Direct,Check-Out,21/08/2016,17227,PRT,HB,Direct,No Deposit,A,A,212.1,2,52,0,0,1484.7,0,2,5,1,0,0
Direct,Check-Out,29/07/2017,9887,PRT,HB,Direct,No Deposit,A,A,201,2,162,0,0,1407,0,2,5,1,0,0
Direct,Check-Out,08/07/2017,11787,PRT,HB,Direct,No Deposit,A,A,128.04,2,313,0,0,896.28,0,2,5,1,0,0
Direct,Check-Out,09/06/2016,9163,PRT,HB,Direct,No Deposit,C,A,142,2,9,0,0,568,0,2,2,1,0,0
Direct,Check-Out,13/12/2015,18838,PRT,HB,Direct,No Deposit,D,A,79,2,1,0,0,79,0,0,1,1,0,0
Direct,Check-Out,01/01/2016,10930,PRT,HB,Direct,No Deposit,D,A,164.67,2,88,0,0,494.01,0,0,3,1,0,0
Direct,Check-Out,22/09/2015,12718,ESP,HB,Direct,No Deposit,G,A,92.9,2,208,0,0,92.9,0,1,0,1,0,0
Direct,Check-Out,22/07/2016,17185,PRT,HB,Direct,No Deposit,C,C,232,2,68,0,0,928,0,1,3,1,0,0
Direct,Check-Out,18/06/2017,7759,ESP,HB,Direct,No Deposit,D,D,196,2,0,0,0,196,0,0,1,1,0,0
Direct,Check-Out,25/02/2017,1726,ESP,HB,Direct,No Deposit,D,D,107,2,11,0,0,107,0,0,1,1,0,0
Direct,Check-Out,04/09/2016,19249,PRT,HB,Direct,No Deposit,D,D,189.6,2,2,0,0,379.2,0,0,2,1,0,0
Direct,Check-Out,10/07/2016,19171,PRT,HB,Direct,No Deposit,D,D,204.6,2,5,0,0,613.8,0,0,3,1,0,0
Direct,Check-Out,11/03/2017,11599,AUT,HB,Direct,No Deposit,D,D,75,2,19,0,0,300,0,0,4,1,0,0
Direct,Check-Out,11/03/2017,17560,AUT,HB,Direct,No Deposit,D,D,75,2,19,0,0,300,0,0,4,1,0,0
Direct,Check-Out,11/03/2017,19600,AUT,HB,Direct,No Deposit,D,D,75,2,19,0,0,300,0,0,4,1,0,0
Direct,Check-Out,11/03/2017,19601,AUT,HB,Direct,No Deposit,D,D,75,2,19,0,0,300,0,0,4,1,0,0
Direct,Check-Out,11/03/2017,9652,DEU,HB,Direct,No Deposit,D,D,75,2,112,0,0,300,0,0,4,1,0,0
Direct,Check-Out,11/03/2017,19599,DEU,HB,Direct,No Deposit,D,D,75,2,126,0,0,300,0,0,4,1,0,0
Direct,Check-Out,23/10/2016,11374,POL,HB,Direct,No Deposit,D,D,124.33,2,7,0,0,621.65,0,0,5,1,0,0
Direct,Check-Out,12/10/2015,17988,ESP,HB,Direct,No Deposit,D,D,107.5,2,4,0,0,215,0,1,1,1,0,0
Direct,Check-Out,14/08/2017,15800,GBR,HB,Direct,No Deposit,D,D,283,2,3,0,0,566,0,1,1,1,0,0
Direct,Check-Out,04/07/2016,11215,ESP,HB,Direct,No Deposit,D,D,153.42,2,139,0,0,767.1,0,1,4,1,0,0
Direct,Check-Out,31/07/2016,1359,PRT,HB,Direct,No Deposit,D,D,181.5,2,178,0,0,1089,0,1,5,1,0,0
Direct,Check-Out,24/11/2015,12794,PRT,HB,Direct,No Deposit,D,D,89,2,2,0,0,267,0,2,1,1,0,0
Direct,Check-Out,06/05/2017,19681,PRT,HB,Direct,No Deposit,D,D,104.91,2,173,0,0,629.46,0,2,4,1,0,0
Direct,Check-Out,08/07/2017,1917,PRT,HB,Direct,No Deposit,D,D,121.43,2,164,0,0,850.01,0,2,5,1,0,0
Direct,Check-Out,20/08/2015,6672,USA,HB,Direct,No Deposit,D,D,198,2,71,0,0,1584,0,2,6,1,0,0
Direct,Check-Out,30/08/2015,10777,PRT,HB,Direct,No Deposit,D,D,229.6,2,29,0,0,2296,0,2,8,1,0,0
Direct,Check-Out,02/01/2017,3552,PRT,HB,Direct,No Deposit,E,D,176,2,73,0,0,528,0,1,2,1,0,0
Direct,Check-Out,12/04/2016,11106,ARG,HB,Direct,No Deposit,E,D,107,2,0,0,0,321,0,2,1,1,0,0
Direct,Check-Out,19/08/2015,56,PRT,HB,Direct,No Deposit,E,D,234,2,35,0,0,936,0,2,2,1,0,0
Direct,Check-Out,19/07/2016,15100,PRT,HB,Direct,No Deposit,E,D,231,2,17,0,0,1386,0,2,4,1,0,0
Direct,Check-Out,15/10/2015,13979,FRA,HB,Direct,No Deposit,E,E,117,2,32,0,0,117,0,0,1,1,0,0
Direct,Check-Out,26/03/2017,19626,ESP,HB,Direct,No Deposit,E,E,119,2,11,0,0,238,0,0,2,1,0,0
Direct,Check-Out,19/02/2016,8962,FRA,HB,Direct,No Deposit,E,E,101,2,0,0,0,303,0,0,3,1,0,0
Direct,Check-Out,01/01/2016,6552,PRT,HB,Direct,No Deposit,E,E,169.48,2,105,0,0,508.44,0,0,3,1,0,0
Direct,Check-Out,03/09/2016,7261,PRT,HB,Direct,No Deposit,E,E,181,2,39,0,0,724,0,0,4,1,0,0
Direct,Check-Out,18/07/2016,9212,PRT,HB,Direct,No Deposit,E,E,239,2,33,0,0,478,0,1,1,1,0,0
Direct,Check-Out,18/04/2016,1160,PRT,HB,Direct,No Deposit,E,E,127,2,42,0,0,381,0,1,2,1,0,0
Direct,Check-Out,04/12/2015,8034,BEL,HB,Direct,No Deposit,E,E,83.6,2,62,0,0,334.4,0,1,3,1,0,0
Direct,Check-Out,02/01/2017,7461,PRT,HB,Direct,No Deposit,E,E,148,2,110,0,0,740,0,1,4,1,0,0
Direct,Check-Out,02/06/2017,3789,GBR,HB,Direct,No Deposit,E,E,156.8,2,39,0,0,784,0,2,3,1,0,0
Direct,Check-Out,01/09/2017,2014,ESP,HB,Direct,No Deposit,E,E,277.67,2,37,0,0,1666.02,0,2,4,1,0,0
